Section,Table/Figure,Title,Period,Country,Age_years,Breakdown/Measure,Data_Type,Value,Value_Denominator,Value_Numerator
Insulin pump,Figure 17,Mean HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,19,Not on insulin pump,n,78.3,,
Insulin pump,Figure 17,Mean HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,20,Not on insulin pump,n,77.8,,
Insulin pump,Figure 17,Mean HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,21,Not on insulin pump,n,77.0,,
Insulin pump,Figure 17,Mean HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,22,Not on insulin pump,n,75.9,,
Insulin pump,Figure 17,Mean HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,23,Not on insulin pump,n,75.3,,
Insulin pump,Figure 17,Mean HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,24,Not on insulin pump,n,74.6,,
Insulin pump,Figure 17,Mean HbA1c result (mmol/mol) by age at audit year start and insulin pump usage,2017-21,England,25,Not on insulin pump,n,73.9,,
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,15,On insulin pump: 1 DKA admission,%,3.2,3650.0,115.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,15,On insulin pump: 2 or more DKA admissions,%,0.7,3650.0,25.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,15,Not on insulin pump: 1 DKA admission,%,4.3,7310.0,315.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,15,Not on insulin pump: 2 or more DKA admissions,%,1.6,7310.0,120.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,16,On insulin pump: 1 DKA admission,%,3.0,3510.0,105.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,16,On insulin pump: 2 or more DKA admissions,%,0.7,3510.0,25.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,16,Not on insulin pump: 1 DKA admission,%,5.1,7980.0,405.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,16,Not on insulin pump: 2 or more DKA admissions,%,2.4,7980.0,195.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,17,On insulin pump: 1 DKA admission,%,4.9,3295.0,160.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,17,On insulin pump: 2 or more DKA admissions,%,1.2,3295.0,40.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,17,Not on insulin pump: 1 DKA admission,%,5.8,8845.0,510.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,17,Not on insulin pump: 2 or more DKA admissions,%,3.2,8845.0,285.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,18,On insulin pump: 1 DKA admission,%,5.4,2965.0,160.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,18,On insulin pump: 2 or more DKA admissions,%,2.0,2965.0,60.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,18,Not on insulin pump: 1 DKA admission,%,6.3,9990.0,625.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,18,Not on insulin pump: 2 or more DKA admissions,%,3.4,9990.0,335.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,19,On insulin pump: 1 DKA admission,%,4.8,2630.0,125.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,19,On insulin pump: 2 or more DKA admissions,%,1.9,2630.0,50.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,19,Not on insulin pump: 1 DKA admission,%,6.3,11015.0,690.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,19,Not on insulin pump: 2 or more DKA admissions,%,3.2,11015.0,355.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,20,On insulin pump: 1 DKA admission,%,5.8,2405.0,140.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,20,On insulin pump: 2 or more DKA admissions,%,1.5,2405.0,35.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,20,Not on insulin pump: 1 DKA admission,%,5.8,11800.0,690.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,20,Not on insulin pump: 2 or more DKA admissions,%,2.9,11800.0,340.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,21,On insulin pump: 1 DKA admission,%,5.7,2210.0,125.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,21,On insulin pump: 2 or more DKA admissions,%,1.6,2210.0,35.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,21,Not on insulin pump: 1 DKA admission,%,5.3,12465.0,665.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,21,Not on insulin pump: 2 or more DKA admissions,%,2.8,12465.0,355.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,22,On insulin pump: 1 DKA admission,%,5.5,2085.0,115.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,22,On insulin pump: 2 or more DKA admissions,%,1.7,2085.0,35.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,22,Not on insulin pump: 1 DKA admission,%,5.1,13120.0,675.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,22,Not on insulin pump: 2 or more DKA admissions,%,2.4,13120.0,310.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,23,On insulin pump: 1 DKA admission,%,5.1,1965.0,100.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,23,On insulin pump: 2 or more DKA admissions,%,2.0,1965.0,40.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,23,Not on insulin pump: 1 DKA admission,%,4.8,13540.0,655.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,23,Not on insulin pump: 2 or more DKA admissions,%,2.0,13540.0,275.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,24,On insulin pump: 1 DKA admission,%,4.1,1935.0,80.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,24,On insulin pump: 2 or more DKA admissions,%,1.6,1935.0,30.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,24,Not on insulin pump: 1 DKA admission,%,4.5,13955.0,625.0
Insulin pump,Figure 18,"Percentage of adolescents and young adults with type 1 diabetes and with at least 1 hospital admission with a diagnosis of diabetic ketoacidosis (DKA) by age at audit year start, insulin pump usage and number of admissions",2017-21,England,24,Not on insulin pump: 2 or more DKA admissions,%,2.1,13955.0,295.0
